id,region,subregion,country,location,lat,lon,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,mortality_code,mortality,water_temperature,source,country_code
169,Africa,Southwest Indian Ocean,Comoros,Grande Comore,-11.4909,43.401,1998,,3,High,,,,High,55,,CORDIO,COM
170,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Heron Island, GBR",-23.4439,151.9286,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",AUS_GBR
171,Australia,Australia and Papua New Guinea,Australia,New South Wales,-28.4643,153.5836,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",AUS
172,Pacific,Micronesia,Federated States of Micronesia,Federated States of Micronesia,8.6072,150.3893,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",FSM
173,Asia,South Asia,India,"Kavaratti Island, Lakshadweep, Arabian Sea",10.5771,72.6344,1998,,3,High,,,,High,78,,"Wilkinson, Clive",IND
174,Asia,South Asia,India,"Andaman Islands, Bay of Bengal",11.2161,92.5991,1998,,3,High,,,,High,50,,CORDIO,IND
175,Africa,Eastern Africa,Kenya,Lamu,-2.2456,41.0642,1998,,1,Low,,,,Unknown,,32.22,"Wilkinson, Clive",KEN
176,Africa,Eastern Africa,Kenya,Mombasa,-4,39.75,1998,,3,High,,,,High,50,,"Wilkinson, Clive",KEN
177,Africa,Southwest Indian Ocean,Madagascar,Belo sur Mer,-19.5915,44.425,1998,,2,Medium,,,,Low,15,,"Wilkinson, Clive",MDG
178,Africa,Southwest Indian Ocean,Madagascar,Antanambe,-16.5,49.85,1998,,2,Medium,,,,Low,15,,"Wilkinson, Clive",MDG
179,Africa,Southwest Indian Ocean,Madagascar,Toliara,-23.4941,43.7538,1998,,2,Medium,,,,Low,15,,"Wilkinson, Clive",MDG
180,Africa,Southwest Indian Ocean,Madagascar,Nosy Be,-13.1873,48.2823,1998,,2,Medium,,,,Low,15,,"Wilkinson, Clive",MDG
181,Africa,Southwest Indian Ocean,Madagascar,Mitsio Archipelago,-12.82,48.6376,1998,,2,Medium,,,,Low,15,,"Wilkinson, Clive",MDG
182,Africa,Southwest Indian Ocean,Madagascar,"Manara-Nord, Masoala peninsula",-15,50.5,1998,,2,Medium,Acroporidae,Acropora,,Medium,,,"Wilkinson, Clive",MDG
183,Africa,Southwest Indian Ocean,Mauritius,Mauritius,-20.2909,57.7957,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",MUS
184,Africa,Southwest Indian Ocean,R�union,R�union,-21.258,55.3253,1998,,2,Medium,,,,Medium,,,"Wilkinson, Clive",REU
185,Asia,South Asia,Sri Lanka,"Hikkaduwa, Sri Lanka",6.1744,80.0661,1998,,3,High,,,,Unknown,,32.22,"Wilkinson, Clive",LKA
186,Australia,Australia and Papua New Guinea,Australia,"Scott, Timor Sea Reefs",-14.0608,121.9644,1998,,3,High,Mixed,"Acropora, Millepora, Porites",,High,70,,"Wilkinson, Clive",AUS
187,Australia,Australia and Papua New Guinea,Australia,"Seringapatam, Timor Sea Reefs",-13.6852,122.0757,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",AUS
188,Australia,Australia and Papua New Guinea,Australia,"Cartier, Timor Sea Reefs",-12.5321,123.5413,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",AUS
189,Australia,Australia and Papua New Guinea,Australia,"Hibernia, Timor Sea Reefs",-11.9894,123.4121,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",AUS
190,Africa,Eastern Africa,Tanzania,"Tanga, Tanzania",-5.025,39.24,1998,,2,Medium,,,,Medium,53,,"Wilkinson, Clive",TZA
191,Africa,Eastern Africa,Tanzania,Mafia Island Marine Park,-7.9516,39.8137,1998,,3,High,,,,High,70,,"Wilkinson, Clive",TZA
192,Asia,Southeast Asia,Thailand,Chon Buri/Sichang,13.3644,100.9823,1998,,3,High,Mixed,"Acropora, Porites, Faviids",,High,,,"Wilkinson, Clive",THA
193,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.6502,153.1824,1998,15m,2,Medium,Mixed,"Pocillopora damicornis, stylophora pistillata",,Unknown,,28,"Wilkinson, Clive",AUS
194,Pacific,Southeast and Central Pacific,French Polynesia,"Moorea, French Polynesia",-17.4976,-149.9163,1994,,1,Low,,,,Unknown,,,"Wilkinson, Clive",PYF
195,Pacific,Southeast and Central Pacific,French Polynesia,"Takapoto, French Polynesia",-14.6606,-145.1757,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",PYF
196,Pacific,Southeast and Central Pacific,French Polynesia,"Rangiroa, French Polynesia",-14.9863,-147.5999,1998,,2,Medium,,,,Medium,,,"Wilkinson, Clive",PYF
197,Pacific,Southeast and Central Pacific,French Polynesia,"Manihi, French Polynesia",-14.4029,-145.8569,1998,,2,Medium,,,,Medium,,,"Wilkinson, Clive",PYF
198,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kimbe Bay, New Britain",-5.2592,151.0228,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",PNG
199,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby Island,-10.1768,151.1928,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",PNG
200,Australia,Australia and Papua New Guinea,Papua New Guinea,Cape Vogel,-9.7509,150.0109,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",PNG
201,Australia,Australia and Papua New Guinea,Papua New Guinea,Tufi,-9.1352,149.3407,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",PNG
202,Americas,Southern Tropical America,Colombia,Colombia Pacific Coast,4.0111,-77.6335,1997,,2,Medium,Pocillopordae,pocillopora sp. ,,Unknown,,29,"Wilkinson, Clive",COL
203,Americas,Southern Tropical America,Ecuador,Galapagos Archipelago,-0.2701,-91.0988,1998,30m,1,Low,Mixed,"Porites, pavona",,Unknown,,,"Wilkinson, Clive",ECU
204,Americas,Mesoamerica,Mexico,Gulf of California,24.781,-110.4833,1997,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",MEX
205,Americas,Mesoamerica,Mexico,Jalisco,21.4709,-105.2144,1997,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",MEX
206,Americas,Mesoamerica,Mexico,Nayarit,21.0491,-105.2573,1997,,3,High,,,,Unknown,,,"Wilkinson, Clive",MEX
207,Americas,Mesoamerica,Mexico,Revillagigedos,18.843,-111.0776,1997,,1,Low,,,,Unknown,,31,"Wilkinson, Clive",MEX
208,Americas,Mesoamerica,Mexico,Oaxaca,16,-95,1998,,3,High,,,,High,70,,"Wilkinson, Clive",MEX
209,Americas,Northern Caribbean,Bahamas,Little Inagua,21.5544,-72.9692,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",BHS
210,Americas,Northern Caribbean,Bahamas,San Salvador,24,-74.6,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",BHS
211,Americas,Northern Caribbean,Bahamas,Walker Cay,27.2616,-78.3844,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",BHS
212,Americas,Mesoamerica,Belize,"Lighthouse Reef, Belize",17.4054,-87.546,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",BLZ
213,Americas,Eastern Caribbean,Netherlands Antilles,Bonaire,12.2417,-68.2428,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",ANT
214,Americas,Northern Caribbean,Cayman Islands,North side Grand Cayman,19.355,-81.1532,1998,,3,High,Mixed,"acropora, montastrea",,Unknown,,,"Wilkinson, Clive",CYM
215,Americas,Northern Caribbean,Cuba,Varadero,22.1,-81.195,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",CUB
216,Americas,Northern Caribbean,Cuba,Santiago,19.9734,-76.1308,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",CUB
217,Americas,U.S. Caribbean,Florida (USA),Tortugas Banks,24.63,-82.92,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",USA_FLO
218,Americas,U.S. Caribbean,Florida (USA),"Fort Jefferson, Florida",24.63,-82.87,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",USA_FLO
219,Americas,Eastern Caribbean,Guadeloupe,Guadaloupe,16.3727,-61.6516,1998,,3,High,,,,Unknown,,29,"Wilkinson, Clive",GLP
220,Americas,Northern Caribbean,Haiti,Haiti,18.9211,-72.6752,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",HTI
221,Americas,Mesoamerica,Honduras,Honduras,15.9316,-86.4011,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",HND
222,Americas,Northern Caribbean,Jamaica,"Portland Bight, Jamaica",17.7777,-77.0837,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",JAM
223,Americas,Mesoamerica,Mexico,Quintana Roo,19,-87.5717,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",MEX
224,Americas,Mesoamerica,Mexico,Yucatan,21.3257,-90.1559,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",MEX
225,Americas,Southern Tropical America,Panama,Western Panama,7.8541,-82.4562,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",PAN
226,NA,NA,United Kingdom,"Soufriere, Saint Lucia",13.8716,-61.0808,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",GBR
227,Americas,U.S. Caribbean,Virgin Islands (U.S.),Virgin Islands,18.4526,-64.6259,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",VIR
228,Americas,Eastern Caribbean,Barbados,"Carribee Bank, Barbados",13.0391,-59.5231,1998,,2,Medium,,,,Unknown,,,"Wilkinson, Clive",BRB
229,Americas,Northern Caribbean,Bermuda,Bermuda,32.3166,-64.7933,1998,,1,Low,,,,No Mortality,,,"Wilkinson, Clive",BMU
230,Americas,Southern Tropical America,Brazil,"Abrolhos Reefs, Brazil",-17.785,-39,1998,,3,High,Mixed,"Mussismilia hispida, Agaricia agaricites, Siderastrea stellata",,Unknown,,,"Wilkinson, Clive",BRA
231,Asia,South Asia,Sri Lanka,"Pigeon Islands, Trincomalee",8.7146,81.2042,1998,,0,No Bleaching,,,,No Mortality,,,CORDIO,LKA
232,Asia,South Asia,India,Gulf of Mannar,9.2912,79.1852,1998,,3,High,Mixed,"Acropora, Pocillopora",,High,60,,CORDIO and GCRMN 2002,IND
233,Asia,South Asia,India,Nicobar Islands,7.5091,93.5047,1998,,3,High,,,,Medium,20,,CORDIO,IND
234,Africa,Southwest Indian Ocean,Mauritius,Balaclava Bay marine park,-20.1602,57.4528,1998,,2,Medium,,,,No Mortality,,,CORDIO,MUS
235,Africa,Southwest Indian Ocean,Mauritius,Blue Bay marine park,-20.4132,57.7133,1998,,2,Medium,,,,No Mortality,,,CORDIO,MUS
236,Africa,Southwest Indian Ocean,R�union,Planch'aliz� reef flat,-21.1544,55.272,1998,,1,Low,,,,Low,,,CORDIO,REU
237,Africa,Southwest Indian Ocean,R�union,Trois Chameaux,-21.3322,55.4557,1998,,0,No Bleaching,,,,Unknown,,,CORDIO,REU
238,Africa,Southwest Indian Ocean,R�union,Sainte Rose,-21.1179,55.8251,1998,,1,Low,,,,Low,,,CORDIO,REU
239,Asia,Southeast Asia,Philippines,Rita Island (St. Rita Island ),10.0844,118.7763,1998,,1,Low,,,,Unknown,,,ReefBase,PHL
240,Asia,Southeast Asia,Philippines,Arthur's Rock,13.6884,120.8681,1997,,2,Medium,,,,Unknown,,,ReefBase,PHL
241,Americas,U.S. Caribbean,Puerto Rico,Enrique Reef (Cayo Enrique ),17.9541,-67.06,1998,18m,1,Low,Milleporidae,"Millepora complanata, M. alcicornis, M. squarrosa",,Unknown,,31,ReefBase,PRI
242,Asia,Southeast Asia,Thailand,Adang Island ( Ko Adang ),6.5303,99.2767,1997,,1,Low,,,,Unknown,,,ReefBase,THA
243,Asia,Southeast Asia,Thailand,Lipe Island ( Ko Lipe ),6.5004,99.3022,1997,,1,Low,Acroporidae,Acropora,,Unknown,,,ReefBase,THA
244,Middle East,Red Sea - Gulf of Aden,Yemen,"Darsha and Semha, the Brothers, Socotra",12.1286,53.1829,1998,,1,Low,,,,No Mortality,,,CORDIO,YEM
245,Africa,Eastern Africa,Somalia,1km west of Raas Cuuda,10.7898,45.979,1998,,3,High,,,,High,60,,"Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",SOM
246,Africa,Eastern Africa,Somalia,east of El Girdi,10.56,45.22,1998,,2,Medium,,,,Medium,,,"Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",SOM
247,Africa,Eastern Africa,Somalia,west of Berbera lighthouse,10.4343,44.9681,1998,,1,Low,,,,No Mortality,60,,"Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",SOM
248,Africa,Eastern Africa,Kenya,Malindi,-3.2218,40.1403,1998,,3,High,,,,High,60,,CORDIO,KEN
249,Africa,Eastern Africa,Tanzania,Chapwani and Changuu reefs,-6.1274,39.1742,1998,,3,High,,,,High,,,CORDIO,TZA
250,Africa,Eastern Africa,Tanzania,Chumbe,-6.3031,39.195,1998,,2,Medium,,,,Medium,52,,CORDIO,TZA
251,Africa,Eastern Africa,Tanzania,Bawi,-6.1925,39.1349,1998,,2,Medium,,,,Medium,53,,CORDIO,TZA
252,Africa,Eastern Africa,Mozambique,Sencar,-11.2059,40.6715,1998,,3,High,,,,High,99,,CORDIO,MOZ
253,Africa,Eastern Africa,Mozambique,Pemba Bay,-12.2805,40.6033,1998,,3,High,,,,Medium,30,,CORDIO,MOZ
254,Africa,Eastern Africa,Mozambique,Fernao Veloso Bay,-12.9563,40.5845,1998,,3,High,,,,Medium,30,,CORDIO,MOZ
255,Africa,Eastern Africa,Mozambique,Wimbi Beach,-11.5273,40.6275,1998,,3,High,,,,Medium,30,,CORDIO,MOZ
256,Africa,Eastern Africa,Mozambique,Quilalulia Channel,-11.0432,40.6994,1998,,3,High,,,,High,,,CORDIO,MOZ
257,Africa,Eastern Africa,Mozambique,Baixo St Antonio,-16.2032,40.137,1998,,3,High,,,,Medium,20,,CORDIO,MOZ
258,Africa,Eastern Africa,Mozambique,Mafamede Island,-16.4424,39.9611,1998,,3,High,,,,Medium,20,,CORDIO,MOZ
259,Africa,Eastern Africa,Mozambique,Coral Garden,-21.9045,35.5151,1998,,0,No Bleaching,,,,No Mortality,,,CORDIO,MOZ
260,Africa,Eastern Africa,Mozambique,Lighthouse Reef,-21.4923,35.5102,1998,,2,Medium,,,,Low,10,,CORDIO,MOZ
261,Africa,Eastern Africa,Mozambique,Mike's Cupboard,-23.7814,35.5306,1998,,0,No Bleaching,,,,No Mortality,,,CORDIO,MOZ
262,Africa,Eastern Africa,Mozambique,Coral Garden,-23.7769,35.489,1998,,2,Medium,,,,Low,5,,CORDIO,MOZ
263,Africa,Eastern Africa,Mozambique,Cabo das Correntes (Paindane),-23.7787,35.5125,1998,,0,No Bleaching,,,,No Mortality,,,CORDIO,MOZ
264,Africa,Eastern Africa,Mozambique,Pta Torres Channel,-25.9557,33.005,1998,,0,No Bleaching,,,,No Mortality,98,,CORDIO,MOZ
265,Africa,Eastern Africa,Mozambique,Pta Torres,-26.0427,33.0087,1998,,3,High,,,,High,90,,CORDIO,MOZ
266,Africa,Southwest Indian Ocean,Comoros,Moh�li,-12.2755,43.75,1998,,3,High,,,,High,55,,CORDIO,COM
267,Asia,Southeast Asia,Indonesia,"Spermonde Archipelago, near Ujung Pandang, SW Sulawesi",-4.8,119.2988,1998,,0,No Bleaching,,,,Unknown,,,"Wilkinson, Clive",IDN
268,Asia,Southeast Asia,Indonesia,"Manado, N Sulawesi",1.5276,124.7984,1998,,0,No Bleaching,,,,Unknown,,,"Wilkinson, Clive",IDN
269,Asia,Southeast Asia,Indonesia,"Bunaken, N Sulawesi",1.6142,124.7387,1998,,0,No Bleaching,,,,Unknown,,,"Wilkinson, Clive",IDN
270,Asia,Southeast Asia,Indonesia,"Bangka, N Sulawesi",1.8148,125.1641,1998,,0,No Bleaching,,,,Unknown,,,"Wilkinson, Clive",IDN
271,Asia,Southeast Asia,Malaysia,Pulau Sakar,5.85,118.33,1998,,2,Medium,,,,Low,10,,"Wilkinson, Clive",MYS
272,Asia,Southeast Asia,Malaysia,Pulau Baik,4.9427,118.2525,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",MYS
273,Asia,Southeast Asia,Malaysia,Mamutik Island,5.9714,116.0039,1998,,1,Low,,,,Unknown,,,"Wilkinson, Clive",MYS
274,Asia,Southeast Asia,Thailand,"Mun Islands, Rayong",12.6363,100.848,1998,,3,High,,,,Unknown,,,"Wilkinson, Clive",THA
275,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Al Wadj ,24.2,36.8,1998,,2,Medium,,,,Unknown,,,"L DeVantier, pers comm",SAU
276,NA,NA,United Kingdom,Peros Banhos Atoll,-5.35,71.7505,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR
277,NA,NA,United Kingdom,Salomon Atoll,-5.3484,72.2442,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR
278,NA,NA,United Kingdom,Blenheim Bank,-5.25,72.47,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR
279,NA,NA,United Kingdom,Great Chagos Bank,-6.2348,71.9986,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR
280,NA,NA,United Kingdom,Egmont,-6.6635,71.3504,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR
281,Asia,South Asia,Chagos Archipelago (UK),Diego Garcia,-7.3743,72.4198,1998,,3,High,,,,High,70,,"Sheppard,CRC",GBR_CHA
282,Americas,U.S. Caribbean,Florida (USA),"Horseshoe Reef, Florida",25.25,-80.3,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2002,USA_FLO
283,Americas,Eastern Caribbean,Netherlands Antilles,Twin Peaks,12.2732,-68.4218,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2030,ANT
284,Pacific,Micronesia,Guam,Western Shoals,13.4755,144.6912,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2064,GUM
285,Americas,Northern Caribbean,Cayman Islands,Queen's Pinnacle,19.38,-81.29,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2074,CYM
286,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Anini Reef, Hawaii",22.2251,-159.3636,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2087,USA_HAW
287,Americas,Northern Caribbean,Jamaica,Little Bloody Bay,18.3527,-78.3486,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2088,JAM
288,Pacific,Southwest Pacific,New Caledonia,Akaia,-21.63,165.45,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2091,NCL
289,Pacific,Southwest Pacific,New Caledonia,Nessadiou,-21.64,165.45,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2092,NCL
290,Pacific,Southwest Pacific,New Caledonia,Siande,-21.66,165.45,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2093,NCL
291,Pacific,Southwest Pacific,New Caledonia,Hareng Saur,-22.22,166.32,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2109,NCL
292,Pacific,Southwest Pacific,New Caledonia,Abore Reef,-22.43,166.37,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2110,NCL
293,Pacific,Southwest Pacific,New Caledonia,Moara,-22.65,166.3,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2112,NCL
294,Pacific,Southwest Pacific,New Caledonia,Sable,-22.25,166.27,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2113,NCL
295,Pacific,Southwest Pacific,New Caledonia,Tabou,-22.49,166.44,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2114,NCL
296,Pacific,Southwest Pacific,New Caledonia,Tue,-22.32,166.49,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2115,NCL
297,Pacific,Southwest Pacific,New Caledonia,Taon,-22.3,166.02,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2116,NCL
298,Pacific,Southwest Pacific,New Caledonia,Ricaudy,-22.32,166.45,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2119,NCL
299,Pacific,Southwest Pacific,New Caledonia,Bancs du Nord,-22.39,166.53,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2123,NCL
300,Pacific,Southwest Pacific,New Caledonia,Thio Barrier Reef,-22.56,166.33,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2124,NCL
301,Pacific,Southwest Pacific,New Caledonia,Bonne Anse,-22.39,166.88,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2128,NCL
302,Pacific,Southwest Pacific,New Caledonia,Casy,-22.36,166.85,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2129,NCL
303,Pacific,Southwest Pacific,New Caledonia,Fausse Passe,-22.29,166.19,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2130,NCL
304,Pacific,Southwest Pacific,New Caledonia,Cascade,-22.3,167.02,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2131,NCL
305,Pacific,Southwest Pacific,New Caledonia,Goro,-22.31,167.03,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2132,NCL
306,Americas,U.S. Caribbean,Florida (USA),"Tennessee Reef, Florida",24.7749,-80.7695,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2137,USA_FLO
307,Americas,U.S. Caribbean,Florida (USA),"Doughnut Reef, Florida",24.69,-80.95,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2139,USA_FLO
308,Americas,U.S. Caribbean,Florida (USA),"Pleasure Reef, Florida",24.91,-80.51,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2140,USA_FLO
309,Americas,U.S. Caribbean,Florida (USA),"Coffins Patch SPA, Florida",24.6763,-80.9827,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2141,USA_FLO
310,Americas,U.S. Caribbean,Florida (USA),"Conch reef, Florida",24.9487,-80.4648,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2143,USA_FLO
311,Americas,U.S. Caribbean,Florida (USA),"Crocker Control, Florida",24.9019,-80.5366,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2146,USA_FLO
312,Americas,U.S. Caribbean,Florida (USA),"Davis Reef, Florida",24.9302,-80.51,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2148,USA_FLO
313,Americas,U.S. Caribbean,Florida (USA),"Sombrero Reef, Florida",24.6301,-81.1101,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2154,USA_FLO
314,Americas,U.S. Caribbean,Florida (USA),"Pickles Reef, Florida",24.99,-80.42,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2160,USA_FLO
315,Americas,U.S. Caribbean,Florida (USA),"Elbow Reef, Florida",25.1639,-80.2359,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2161,USA_FLO
316,Middle East,Persian Gulf,Bahrain,Khwar Fasht,26.3432,50.4138,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2166,BHR
317,Middle East,Red Sea - Gulf of Aden,Israel,Coral Beach Nature Reserve,29.4955,34.9081,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2168,ISR
318,Middle East,Red Sea - Gulf of Aden,Israel,North Princess Hotel,29.4911,34.9037,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2172,ISR
319,Middle East,Red Sea - Gulf of Aden,Israel,South Princess Hotel,29.4985,34.9142,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2173,ISR
320,Asia,Southeast Asia,Philippines,Palph07,9.92,118.88,1998,,0,No Bleaching,,,,Unknown,,,Reef Check Data 2335,PHL
321,Australia,Australia and Papua New Guinea,Australia,Tantabiddi,-21.8546,113.9551,1998,,1,Low,,,,Unknown,,,Reef Check Data 2089,AUS
322,Pacific,Southwest Pacific,New Caledonia,Maitre Island,-22.34,166.42,1998,,1,Low,,,,Unknown,,,Reef Check Data 2117,NCL
323,Asia,Southeast Asia,Philippines,Palph11,9.89,118.77,1998,,1,Low,,,,Unknown,,,Reef Check Data 2332,PHL
324,Asia,Southeast Asia,Malaysia,"Bodgaya Dead End Channel, Sabah",4.58,118.76,1998,,1,Low,,,,Unknown,,,Reef Check Data 2229,MYS
325,Asia,Southeast Asia,Philippines,Palph10,9.91,118.79,1998,,1,Low,,,,Unknown,,,Reef Check Data 2331,PHL
326,Asia,Southeast Asia,Philippines,Palph05,9.9267,118.9121,1998,,1,Low,,,,Unknown,,,Reef Check Data 2333,PHL
327,Asia,Southeast Asia,Philippines,Palph08,9.92,118.89,1998,,1,Low,,,,Unknown,,,Reef Check Data 2336,PHL
328,Asia,Southeast Asia,Philippines,Palph09,9.91,118.83,1998,,1,Low,,,,Unknown,,,Reef Check Data 2337,PHL
329,Americas,Southern Tropical America,Colombia,Reef Lagoon,10.17,-75.75,1998,,1,Low,,,,Unknown,,,Reef Check Data 2007,COL
330,Americas,Southern Tropical America,Colombia,Southern Reef Flat,10.1596,-75.7418,1998,,1,Low,,,,Unknown,,,Reef Check Data 2008,COL
331,Middle East,Persian Gulf,Bahrain,Abul Thama,26.89,50.97,1998,,1,Low,,,,Unknown,,,Reef Check Data 2162,BHR
332,Americas,U.S. Caribbean,Florida (USA),"Breakers Reef/Cable Crossing, Florida",26.7098,-80.0055,1998,,1,Low,,,,Unknown,,,Reef Check Data 2167,USA_FLO
333,Asia,Southeast Asia,Malaysia,"Bodgaya South Rim, Sabah",4.57,118.76,1998,,1,Low,,,,Unknown,,,Reef Check Data 2234,MYS
334,Asia,Southeast Asia,Malaysia,"Mantabuan, Sabah",4.6248,118.7808,1998,,1,Low,,,,Unknown,,,Reef Check Data 2239,MYS
335,Asia,Southeast Asia,Philippines,Palph03,10.52,119.14,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2005,PHL
336,Africa,Eastern Africa,Tanzania,Chumba Cha Chumbo,-10.298,40.3604,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2014,TZA
337,Pacific,Micronesia,Guam,Facpi Point,13.339,144.6338,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2060,GUM
338,Americas,U.S. Caribbean,Florida (USA),"Hens and Chickens, Florida",24.9384,-80.5587,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2151,USA_FLO
339,Asia,Southeast Asia,Thailand,Koh Khai Nok,7.8721,98.439,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2297,THA
340,Asia,Southeast Asia,Philippines,Palph02,10.4865,119.1432,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2004,PHL
341,Africa,Eastern Africa,Tanzania,Ravula,-10.3025,40.3867,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2019,TZA
342,Americas,Southern Tropical America,Colombia,Nirvana,12.5,-81.7395,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2049,COL
343,Americas,Southern Tropical America,Colombia,La Rocosa,12.5988,-81.6988,1998,,2,Medium,,,,Unknown,,,Reef Check Data 2045,COL
